"Block 3, Seaview Crescent",22.2921309,113.9422621,1
"Tower 2,The Spectra",22.4483597,114.0266292,1
Tsimshatsui Mansion,22.2966364,114.1727721,1
Tung Hei Court,22.2802512,114.2190232,1
678 Shanghai Street,22.3213105,114.1678785,1
"Toa Shue House, Lei Muk Shue Estate",22.3768827,114.1352496,3
155 Queen's Road West,22.2846386,114.1537369,1
"Sheung On Elderly Home, Sheung On Mansion",22.2871079,114.1466499,1
"Oi Lok House, Yau Oi Estate",22.3872586,113.973042,1
The Kimberley Hotel,22.3005805,114.1737669,1
Best Western Plus Hotel Hong Kong,22.2873657,114.1391271,1
Grand House,22.2749121,114.1618406,1
Hing Fat House,22.4427108,114.0275937,1
264 Temple Street,22.304637,114.169726,2
Cheng Hong Building,22.3104807,114.1702007,1
59A Public Square Street,22.3099238,114.1690076,1
"Block 9, Metro Harbour View",22.3245493,114.1604704,2
Shun On Building,22.2836985,114.1299544,1
"Tsui Chung House, Tsui Ping (South) Estate",22.3128412,114.2343596,1
"Tower 4,Greenwood Terrace",22.2674969,114.2350149,1
"Shing Wing House, Yue Shing Court",22.3783249,114.1924518,1
"Sheung Chun House, Sheung Tak Estate",22.311724,114.259006,1
Hang Wan Building,22.2999175,114.1747058,1
31 Tak Ku Ling Road,22.3291503,114.1913442,1
Wah Lai Building,22.278141,114.176093,2
Kong Hing Court,22.278375,114.163304,1
Wing Ming Building,22.3183784,114.2153195,1
"Ocean Waves , Victoria Skye",22.3288661,114.2018629,1
"Block A, Tsim Sha Tsui Mansion",22.2966364,114.1727721,3
"Mei Yeung House, Mei Lam Estate",22.3785376,114.177237,2
Yau Luen Apartments,22.3287743,114.166996,1
Wing Ying Mansion,22.3194662,114.1753044,2
171 Cheung Sha Wan Road,22.3298184,114.163285,3
96 Yen Chow Street,22.332658,114.162104,1
Golden Castle Mansion,22.2889526,114.1952379,1
"Chengtu House, Tsuen Wan Centre",22.3780666,114.1079394,1
High West,22.269196,114.1342742,1
"Lung Shun House, Lower Wong Tai Sin Estate",22.3385919,114.1949783,2
Moonstar Court,22.2761649,114.1684939,3
"Chung Chak House, Tin Chung Court",22.4613802,113.9986706,1
"Block 6, Metro Harbour View",22.3245493,114.1604704,1
"Wah Hei House, Tung Hei Court",22.27978,114.219398,1
"Block 2, Sheffield Villas",22.4363764,113.9956041,1
"Block 2, Jing Hui Garden",22.248167,114.159563,1
"Block 2, Sau Mau Ping Disciplined Services Quarters",22.321177,114.224896,1
Hoi Yuen Mansion,22.3073395,114.1696202,1
5 Woosung Street,22.3082881,114.1708025,1
"Tower 4, Greenwood Terrace",22.2674969,114.2350149,3
Po Sheung Tsuen Lane No.15,22.508527,114.123907,2
Kam Ling Court,22.2859243,114.1343835,1
"Tower 1, Kui Fat Building",22.442954,114.0302407,1
Ho King Building,22.3160478,114.1720016,1
Choi Hung Building,22.3389384,114.1987197,1
Yue Wong Building,22.3169535,114.1714547,1
Peng Lai Court,22.2863116,114.036837,1
25 Un Chau Street,22.3314265,114.1641396,1
"Block A, United Mansion",22.3057841,114.1691557,1
5 Waterloo Road,22.3130128,114.1698671,1
San Hui Market (non-residential),22.3973155,113.9758872,4
Tak Tin Plaza (non-residential),22.3104444,114.2379886,3
Wing On Kowloon Centre (non-residential),22.3073643,114.1710079,3
Shun Lee Shopping Centre (non-residential),22.3309776,114.2261235,2
